trait_tissue	trait_desc	trait_seqid	trait_gene_ids	trait_protein_ids	notes_sex	notes_source_id	notes_maker	notes_maker_platform_technology	notes_maker_platform_description	notes_maker_platform_version
Plasma	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	10705-14	ENSG00000184005	Q8NDV1	combined	seq.10705.14	Somalogic	proteomics	SomaScan	7k
Plasma	Progonadoliberin-2	10708-3	ENSG00000125787	O43555	combined	seq.10708.3	Somalogic	proteomics	SomaScan	7k
Plasma	Zona pellucida-binding protein 2	10710-23	ENSG00000186075	Q6X784	combined	seq.10710.23	Somalogic	proteomics	SomaScan	7k
Plasma	CMRF35-like molecule 7	10713-151	ENSG00000178789	A8K4G0	combined	seq.10713.151	Somalogic	proteomics	SomaScan	7k
Plasma	Angiotensin-converting enzyme	10714-7	ENSG00000159640	P12821	combined	seq.10714.7	Somalogic	proteomics	SomaScan	7k
Plasma	26S proteasome non-ATPase regulatory subunit 5	10716-35	ENSG00000095261	Q16401	combined	seq.10716.35	Somalogic	proteomics	SomaScan	7k
Plasma	Internal Use Only: Heat shock 70 kDa protein 1A	10721-76	ENSG00000234475|ENSG00000204389|ENSG00000215328|ENSG00000235941|ENSG00000237724	P0DMV8	combined	seq.10721.76	Somalogic	proteomics	SomaScan	7k
Plasma	Tyrosine-protein kinase SYK:Protein kinase domain	10722-13	ENSG00000165025	P43405	combined	seq.10722.13	Somalogic	proteomics	SomaScan	7k
Plasma	Heparan sulfate glucosamine 3-O-sulfotransferase 5	10731-10	ENSG00000249853	Q8IZT8	combined	seq.10731.10	Somalogic	proteomics	SomaScan	7k
Plasma	Galactose-3-O-sulfotransferase 2	10734-339	ENSG00000154252	Q9H3Q3	combined	seq.10734.339	Somalogic	proteomics	SomaScan	7k
Plasma	Leukocyte elastase inhibitor	10737-96	ENSG00000021355	P30740	combined	seq.10737.96	Somalogic	proteomics	SomaScan	7k
Plasma	Fibulin-5	10738-11	ENSG00000140092	Q9UBX5	combined	seq.10738.11	Somalogic	proteomics	SomaScan	7k
Plasma	Macrophage colony-stimulating factor 1	10741-22	ENSG00000184371	P09603	combined	seq.10741.22	Somalogic	proteomics	SomaScan	7k
Plasma	SLIT and NTRK-like protein 1	10743-13		Q96PX8	combined	seq.10743.13	Somalogic	proteomics	SomaScan	7k
Plasma	Dickkopf-related protein 3	10746-24	ENSG00000050165	Q9UBP4	combined	seq.10746.24	Somalogic	proteomics	SomaScan	7k
Plasma	Protocadherin beta-2	10748-216	ENSG00000112852	Q9Y5E7	combined	seq.10748.216	Somalogic	proteomics	SomaScan	7k
Plasma	Internal Use Only: Heat shock 70 kDa protein 1A	10749-18	ENSG00000234475|ENSG00000204389|ENSG00000215328|ENSG00000235941|ENSG00000237724	P0DMV8	combined	seq.10749.18	Somalogic	proteomics	SomaScan	7k
Plasma	Chromodomain Y-like protein 2	10752-8	ENSG00000166446	Q8N8U2	combined	seq.10752.8	Somalogic	proteomics	SomaScan	7k
Plasma	Disintegrin and metalloproteinase domain-containing protein 7	10753-31	ENSG00000069206	Q9H2U9	combined	seq.10753.31	Somalogic	proteomics	SomaScan	7k
Plasma	Prokineticin-2	10754-113	ENSG00000163421	Q9HC23	combined	seq.10754.113	Somalogic	proteomics	SomaScan	7k
Plasma	Urocortin-3	10756-34	ENSG00000178473	Q969E3	combined	seq.10756.34	Somalogic	proteomics	SomaScan	7k
Plasma	Keratocan	10758-2	ENSG00000139330	O60938	combined	seq.10758.2	Somalogic	proteomics	SomaScan	7k
Plasma	Glutamate receptor 4	10760-107	ENSG00000152578	P48058	combined	seq.10760.107	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane emp24 domain-containing protein 2	10761-5	ENSG00000086598	Q15363	combined	seq.10761.5	Somalogic	proteomics	SomaScan	7k
Plasma	Killer cell lectin-like receptor subfamily G member 2:N-term	10762-2	ENSG00000188883	A4D1S0	combined	seq.10762.2	Somalogic	proteomics	SomaScan	7k
Plasma	G-protein coupled receptor 64	10767-52	ENSG00000173698	Q8IZP9	combined	seq.10767.52	Somalogic	proteomics	SomaScan	7k
Plasma	Chondroitin sulfate N-acetylgalactosaminyltransferase 2	10772-21	ENSG00000169826	Q8N6G5	combined	seq.10772.21	Somalogic	proteomics	SomaScan	7k
Plasma	Ras-related protein Rab-3D	10780-10	ENSG00000105514	O95716	combined	seq.10780.10	Somalogic	proteomics	SomaScan	7k
Plasma	C-type lectin domain family 4 member G	10781-19	ENSG00000182566	Q6UXB4	combined	seq.10781.19	Somalogic	proteomics	SomaScan	7k
Plasma	Leucine-rich repeat-containing protein 52	10785-8	ENSG00000162763	Q8N7C0	combined	seq.10785.8	Somalogic	proteomics	SomaScan	7k
Plasma	CMRF35-like molecule 2	10798-4	ENSG00000186407	Q496F6	combined	seq.10798.4	Somalogic	proteomics	SomaScan	7k
Plasma	Serpin H1	10800-15	ENSG00000149257	P50454	combined	seq.10800.15	Somalogic	proteomics	SomaScan	7k
Plasma	Ephrin-A2	10801-11	ENSG00000099617	O43921	combined	seq.10801.11	Somalogic	proteomics	SomaScan	7k
Plasma	Internal Use Only: Heat shock 70 kDa protein 1A	10803-22	ENSG00000234475|ENSG00000204389|ENSG00000215328|ENSG00000235941|ENSG00000237724	P0DMV8	combined	seq.10803.22	Somalogic	proteomics	SomaScan	7k
Plasma	Killer cell lectin-like receptor subfamily B member 1	10809-14	ENSG00000111796	Q12918	combined	seq.10809.14	Somalogic	proteomics	SomaScan	7k
Plasma	T-cell surface glycoprotein CD1a	10814-7	ENSG00000158477	P06126	combined	seq.10814.7	Somalogic	proteomics	SomaScan	7k
Plasma	Intracellular hyaluronan-binding protein 4	10815-2	ENSG00000130956	Q5JVS0	combined	seq.10815.2	Somalogic	proteomics	SomaScan	7k
Plasma	Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14	10816-150	ENSG00000085514	Q9UKJ1	combined	seq.10816.150	Somalogic	proteomics	SomaScan	7k
Plasma	TOMM20-like protein 1	10817-26	ENSG00000196860	Q6UXN7	combined	seq.10817.26	Somalogic	proteomics	SomaScan	7k
Plasma	Sphingomyelin phosphodiesterase	10818-36	ENSG00000166311	P17405	combined	seq.10818.36	Somalogic	proteomics	SomaScan	7k
Plasma	Fibulin-1	10819-108	ENSG00000077942	P23142	combined	seq.10819.108	Somalogic	proteomics	SomaScan	7k
Plasma	V-set and immunoglobulin domain-containing protein 10	10825-12	ENSG00000176834	Q8N0Z9	combined	seq.10825.12	Somalogic	proteomics	SomaScan	7k
Plasma	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3	10827-67	ENSG00000220008	P0C6S8	combined	seq.10827.67	Somalogic	proteomics	SomaScan	7k
Plasma	EF-hand calcium-binding domain-containing protein 14:N-term	10830-5	ENSG00000159658	O75071	combined	seq.10830.5	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-1,4-galactosyltransferase 6	10832-24	ENSG00000118276	Q9UBX8	combined	seq.10832.24	Somalogic	proteomics	SomaScan	7k
Plasma	Hedgehog-interacting protein	10833-64	ENSG00000164161	Q96QV1	combined	seq.10833.64	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-1,4-N-acetylglucosaminyltransferase	10835-25	ENSG00000118017	Q9UNA3	combined	seq.10835.25	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4	10842-7	ENSG00000176928	Q9P109	combined	seq.10842.7	Somalogic	proteomics	SomaScan	7k
Plasma	Sialic acid-binding Ig-like lectin 15	10847-1	ENSG00000197046	Q6ZMC9	combined	seq.10847.1	Somalogic	proteomics	SomaScan	7k
Plasma	Butyrophilin-like protein 3	10848-137	ENSG00000168903	Q6UXE8	combined	seq.10848.137	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-27 subunit beta	10851-77	ENSG00000105246	Q14213	combined	seq.10851.77	Somalogic	proteomics	SomaScan	7k
Plasma	Heterogeneous nuclear ribonucleoprotein D-like	10852-114	ENSG00000152795	O14979	combined	seq.10852.114	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4	10854-15	ENSG00000176928	Q9P109	combined	seq.10854.15	Somalogic	proteomics	SomaScan	7k
Plasma	Plexin-B2	10855-55	ENSG00000196576	O15031	combined	seq.10855.55	Somalogic	proteomics	SomaScan	7k
Plasma	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	10866-60	ENSG00000100796	Q6IN85	combined	seq.10866.60	Somalogic	proteomics	SomaScan	7k
Plasma	Spastin:Microtubule interacting and trafficking domain	10870-32	ENSG00000021574	Q9UBP0	combined	seq.10870.32	Somalogic	proteomics	SomaScan	7k
Plasma	BRCA1-associated ATM activator 1	10876-300	ENSG00000106009	Q6PJG6	combined	seq.10876.300	Somalogic	proteomics	SomaScan	7k
Plasma	Protein FAM163B	10880-38	ENSG00000196990	P0C2L3	combined	seq.10880.38	Somalogic	proteomics	SomaScan	7k
Plasma	Desmocollin-1	10882-12	ENSG00000134765	Q08554	combined	seq.10882.12	Somalogic	proteomics	SomaScan	7k
Plasma	Bombesin receptor-activated protein C6orf89	10885-36	ENSG00000198663	Q6UWU4	combined	seq.10885.36	Somalogic	proteomics	SomaScan	7k
Plasma	Melanocortin-2 receptor accessory protein 2	10889-2	ENSG00000135324	Q96G30	combined	seq.10889.2	Somalogic	proteomics	SomaScan	7k
Plasma	Lactase-like protein	10890-135	ENSG00000188501	Q6UWM7	combined	seq.10890.135	Somalogic	proteomics	SomaScan	7k
Plasma	Oncostatin-M-specific receptor subunit beta	10892-8	ENSG00000145623	Q99650	combined	seq.10892.8	Somalogic	proteomics	SomaScan	7k
Plasma	Secretagogin	10894-25	ENSG00000079689	O76038	combined	seq.10894.25	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane protease serine 11B	10895-28	ENSG00000185873	Q86T26	combined	seq.10895.28	Somalogic	proteomics	SomaScan	7k
Plasma	Stathmin-2	10900-272	ENSG00000104435	Q93045	combined	seq.10900.272	Somalogic	proteomics	SomaScan	7k
Plasma	Retroviral-like aspartic protease 1	10902-53	ENSG00000244617	Q53RT3	combined	seq.10902.53	Somalogic	proteomics	SomaScan	7k
Plasma	Syntaxin-8	10903-50	ENSG00000170310	Q9UNK0	combined	seq.10903.50	Somalogic	proteomics	SomaScan	7k
Plasma	Neurotrimin	10907-116	ENSG00000182667	Q9P121	combined	seq.10907.116	Somalogic	proteomics	SomaScan	7k
Plasma	Polypeptide N-acetylgalactosaminyltransferase 13	10908-2	ENSG00000144278	Q8IUC8	combined	seq.10908.2	Somalogic	proteomics	SomaScan	7k
Plasma	Carcinoembryonic antigen-related cell adhesion molecule 4	10910-6	ENSG00000105352|ENSG00000274131	O75871	combined	seq.10910.6	Somalogic	proteomics	SomaScan	7k
Plasma	Secretory phospholipase A2 receptor	10916-44	ENSG00000153246	Q13018	combined	seq.10916.44	Somalogic	proteomics	SomaScan	7k
Plasma	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2	10917-40	ENSG00000167083	O14610	combined	seq.10917.40	Somalogic	proteomics	SomaScan	7k
Plasma	Neuferricin	10924-258	ENSG00000167740	Q8WUJ1	combined	seq.10924.258	Somalogic	proteomics	SomaScan	7k
Plasma	Calcium-binding protein 8	10933-107	ENSG00000183166	Q9BXU9	combined	seq.10933.107	Somalogic	proteomics	SomaScan	7k
Plasma	Lymphocyte function-associated antigen 3	10938-13	ENSG00000116815	P19256	combined	seq.10938.13	Somalogic	proteomics	SomaScan	7k
Plasma	Pleckstrin homology domain-containing family A member 4	10939-16	ENSG00000105559	Q9H4M7	combined	seq.10939.16	Somalogic	proteomics	SomaScan	7k
Plasma	Sarcalumenin	10940-25	ENSG00000185739	Q86TD4	combined	seq.10940.25	Somalogic	proteomics	SomaScan	7k
Plasma	Syntaxin-6	10945-11	ENSG00000135823	O43752	combined	seq.10945.11	Somalogic	proteomics	SomaScan	7k
Plasma	Phospholipase D3	10948-14	ENSG00000105223	Q8IV08	combined	seq.10948.14	Somalogic	proteomics	SomaScan	7k
Plasma	60S acidic ribosomal protein P2	10949-59	ENSG00000177600	P05387	combined	seq.10949.59	Somalogic	proteomics	SomaScan	7k
Plasma	C-type lectin domain family 2 member A	10953-14	ENSG00000188393	Q6UVW9	combined	seq.10953.14	Somalogic	proteomics	SomaScan	7k
Plasma	C-type lectin domain family 10 member A	10955-4	ENSG00000132514	Q8IUN9	combined	seq.10955.4	Somalogic	proteomics	SomaScan	7k
Plasma	Glycine cleavage system H protein, mitochondrial	10956-82	ENSG00000140905	P23434	combined	seq.10956.82	Somalogic	proteomics	SomaScan	7k
Plasma	BET1-like protein	10959-125	ENSG00000177951	Q9NYM9	combined	seq.10959.125	Somalogic	proteomics	SomaScan	7k
Plasma	Retinoic acid receptor responder protein 3	10961-15	ENSG00000133321	Q9UL19	combined	seq.10961.15	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-2-HS-glycoprotein	10966-1	ENSG00000145192	P02765	combined	seq.10966.1	Somalogic	proteomics	SomaScan	7k
Plasma	Prolactin	10967-12	ENSG00000172179	P01236	combined	seq.10967.12	Somalogic	proteomics	SomaScan	7k
Plasma	Ecto-ADP-ribosyltransferase 3	10970-3	ENSG00000156219	Q13508	combined	seq.10970.3	Somalogic	proteomics	SomaScan	7k
Plasma	Serine protease inhibitor Kazal-type 7	10974-20	ENSG00000145879	P58062	combined	seq.10974.20	Somalogic	proteomics	SomaScan	7k
Plasma	Mucin-like protein 1	10975-59	ENSG00000172551	Q96DR8	combined	seq.10975.59	Somalogic	proteomics	SomaScan	7k
Plasma	Mucin-1:region 3	10976-44	ENSG00000185499	P15941	combined	seq.10976.44	Somalogic	proteomics	SomaScan	7k
Plasma	Unique cartilage matrix-associated protein	10977-55	ENSG00000165623	Q8WVF2	combined	seq.10977.55	Somalogic	proteomics	SomaScan	7k
Plasma	Growth hormone variant	10978-39	ENSG00000136487	P01242	combined	seq.10978.39	Somalogic	proteomics	SomaScan	7k
Plasma	Acetylcholinesterase	10980-11	ENSG00000087085	P22303	combined	seq.10980.11	Somalogic	proteomics	SomaScan	7k
Plasma	Pro-neuregulin-3, membrane-bound isoform	10981-56	ENSG00000185737	P56975	combined	seq.10981.56	Somalogic	proteomics	SomaScan	7k
Plasma	Leucine-rich repeat serine/threonine-protein kinase 2	10990-21	ENSG00000188906	Q5S007	combined	seq.10990.21	Somalogic	proteomics	SomaScan	7k
Plasma	Osteocalcin	11067-13	ENSG00000242252	P02818	combined	seq.11067.13	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-5	11071-1	ENSG00000113525	P05113	combined	seq.11071.1	Somalogic	proteomics	SomaScan	7k
Plasma	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	11081-1	ENSG00000167588	P21695	combined	seq.11081.1	Somalogic	proteomics	SomaScan	7k
Plasma	Gamma-enolase	11083-23	ENSG00000111674	P09104	combined	seq.11083.23	Somalogic	proteomics	SomaScan	7k
Plasma	Immunoglobulin A	11089-7	ENSG00000211890|ENSG00000282633|ENSG00000211895	P01877|P01876	combined	seq.11089.7	Somalogic	proteomics	SomaScan	7k
Plasma	Galectin-10	11094-104	ENSG00000105205	Q05315	combined	seq.11094.104	Somalogic	proteomics	SomaScan	7k
Plasma	HemK methyltransferase family member 2	11096-57	ENSG00000156239	Q9Y5N5	combined	seq.11096.57	Somalogic	proteomics	SomaScan	7k
Plasma	Pyridoxal kinase	11098-1	ENSG00000160209	O00764	combined	seq.11098.1	Somalogic	proteomics	SomaScan	7k
Plasma	Toll-like receptor 4	11101-18	ENSG00000136869	O00206	combined	seq.11101.18	Somalogic	proteomics	SomaScan	7k
Plasma	Regenerating islet-derived protein 4	11102-22	ENSG00000134193	Q9BYZ8	combined	seq.11102.22	Somalogic	proteomics	SomaScan	7k
Plasma	Heat shock protein beta-1	11103-24	ENSG00000106211	P04792	combined	seq.11103.24	Somalogic	proteomics	SomaScan	7k
Plasma	Chitinase-3-like protein 1	11104-13	ENSG00000133048	P36222	combined	seq.11104.13	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-enolase	11105-171	ENSG00000074800	P06733	combined	seq.11105.171	Somalogic	proteomics	SomaScan	7k
Plasma	Teneurin-3	11107-25	ENSG00000218336	Q9P273	combined	seq.11107.25	Somalogic	proteomics	SomaScan	7k
Plasma	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:Sushi 15-18	11109-56	ENSG00000165124	Q4LDE5	combined	seq.11109.56	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane protein 119	11110-4	ENSG00000183160	Q4V9L6	combined	seq.11110.4	Somalogic	proteomics	SomaScan	7k
Plasma	Protein kish-A	11112-18	ENSG00000174695	Q8TBQ9	combined	seq.11112.18	Somalogic	proteomics	SomaScan	7k
Plasma	Uncharacterized protein C11orf87	11116-16	ENSG00000185742	Q6NUJ2	combined	seq.11116.16	Somalogic	proteomics	SomaScan	7k
Plasma	Spermatogenesis-associated protein 20	11117-2	ENSG00000006282	Q8TB22	combined	seq.11117.2	Somalogic	proteomics	SomaScan	7k
Plasma	Ras-related protein Rab-17	11118-107	ENSG00000124839	Q9H0T7	combined	seq.11118.107	Somalogic	proteomics	SomaScan	7k
Plasma	N-acetyltransferase 14	11120-49	ENSG00000090971	Q8WUY8	combined	seq.11120.49	Somalogic	proteomics	SomaScan	7k
Plasma	Brorin	11121-56	ENSG00000188730	Q2TAL6	combined	seq.11121.56	Somalogic	proteomics	SomaScan	7k
Plasma	Maspardin	11122-97	ENSG00000090487	Q9NZD8	combined	seq.11122.97	Somalogic	proteomics	SomaScan	7k
Plasma	Triple functional domain protein	11126-102	ENSG00000038382	O75962	combined	seq.11126.102	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane protein 132C:Cytoplasmic domain	11128-29	ENSG00000181234	Q8N3T6	combined	seq.11128.29	Somalogic	proteomics	SomaScan	7k
Plasma	Bone morphogenetic protein 15	11129-66	ENSG00000130385	O95972	combined	seq.11129.66	Somalogic	proteomics	SomaScan	7k
Plasma	Voltage-dependent L-type calcium channel subunit beta-4	11130-158	ENSG00000182389	O00305	combined	seq.11130.158	Somalogic	proteomics	SomaScan	7k
Plasma	Peptide chain release factor 1-like, mitochondrial	11134-30	ENSG00000112031	Q9UGC7	combined	seq.11134.30	Somalogic	proteomics	SomaScan	7k
Plasma	39S ribosomal protein L55, mitochondrial	11135-5	ENSG00000162910	Q7Z7F7	combined	seq.11135.5	Somalogic	proteomics	SomaScan	7k
Plasma	Cytokine receptor common subunit beta:Cytoplasmic domain	11137-43	ENSG00000100368	P32927	combined	seq.11137.43	Somalogic	proteomics	SomaScan	7k
Plasma	Runt-related transcription factor 3	11138-16	ENSG00000020633	Q13761	combined	seq.11138.16	Somalogic	proteomics	SomaScan	7k
Plasma	Collagen alpha-1(I) chain:C-term propeptide	11140-56	ENSG00000108821	P02452	combined	seq.11140.56	Somalogic	proteomics	SomaScan	7k
Plasma	Angiopoietin-related protein 1:C-Term, Fibrinogen domian	11142-11	ENSG00000116194	O95841	combined	seq.11142.11	Somalogic	proteomics	SomaScan	7k
Plasma	Noelin-3:Isoform 2, N-term	11143-32	ENSG00000118733	Q96PB7	combined	seq.11143.32	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-defensin 116	11144-10	ENSG00000215545	Q30KQ4	combined	seq.11144.10	Somalogic	proteomics	SomaScan	7k
Plasma	UPF0606 protein KIAA1549L	11145-72	ENSG00000110427	Q6ZVL6	combined	seq.11145.72	Somalogic	proteomics	SomaScan	7k
Plasma	T-box transcription factor TBX22	11146-4	ENSG00000277800|ENSG00000122145	Q9Y458	combined	seq.11146.4	Somalogic	proteomics	SomaScan	7k
Plasma	Trem-like transcript 1 protein:immunoreceptor tyrosine-based inhibition motif	11147-17	ENSG00000161911	Q86YW5	combined	seq.11147.17	Somalogic	proteomics	SomaScan	7k
Plasma	Toll-like receptor 1:Cytoplasmic domain	11149-3	ENSG00000174125	Q15399	combined	seq.11149.3	Somalogic	proteomics	SomaScan	7k
Plasma	Collagen alpha-1(VI) chain	11150-3	ENSG00000142156	P12109	combined	seq.11150.3	Somalogic	proteomics	SomaScan	7k
Plasma	Kallikrein-13	11152-46	ENSG00000167759	Q9UKR3	combined	seq.11152.46	Somalogic	proteomics	SomaScan	7k
Plasma	Nuclear factor erythroid 2-related factor 1	11154-3	ENSG00000082641	Q14494	combined	seq.11154.3	Somalogic	proteomics	SomaScan	7k
Plasma	Collagen alpha-5(VI) chain	11155-16	ENSG00000172752	A8TX70	combined	seq.11155.16	Somalogic	proteomics	SomaScan	7k
Plasma	Internal Use Only: Heat shock 70 kDa protein 1A	11157-35	ENSG00000234475|ENSG00000204389|ENSG00000215328|ENSG00000235941|ENSG00000237724	P0DMV8	combined	seq.11157.35	Somalogic	proteomics	SomaScan	7k
Plasma	Bicaudal D-related protein 1	11158-40	ENSG00000135127	Q6ZP65	combined	seq.11158.40	Somalogic	proteomics	SomaScan	7k
Plasma	Mitochondrial ubiquitin ligase activator of NFKB 1:Cytoplasmic domain	11159-14	ENSG00000090432	Q969V5	combined	seq.11159.14	Somalogic	proteomics	SomaScan	7k
Plasma	RING finger protein 122	11160-56	ENSG00000133874	Q9H9V4	combined	seq.11160.56	Somalogic	proteomics	SomaScan	7k
Plasma	Spartin	11161-5	ENSG00000133104	Q8N0X7	combined	seq.11161.5	Somalogic	proteomics	SomaScan	7k
Plasma	Equatorin	11162-37	ENSG00000120160	Q9NQ60	combined	seq.11162.37	Somalogic	proteomics	SomaScan	7k
Plasma	Protein FAM162B	11163-7	ENSG00000183807	Q5T6X4	combined	seq.11163.7	Somalogic	proteomics	SomaScan	7k
Plasma	Teneurin-2	11164-7	ENSG00000145934	Q9NT68	combined	seq.11164.7	Somalogic	proteomics	SomaScan	7k
Plasma	Myotubularin-related protein 1	11167-6	ENSG00000063601	Q13613	combined	seq.11167.6	Somalogic	proteomics	SomaScan	7k
Plasma	Multiple epidermal growth factor-like domains protein 10	11168-3	ENSG00000145794	Q96KG7	combined	seq.11168.3	Somalogic	proteomics	SomaScan	7k
Plasma	Filamin-A:Calponin Homology 2	11171-25	ENSG00000196924	P21333	combined	seq.11171.25	Somalogic	proteomics	SomaScan	7k
Plasma	Allergin-1	11173-29	ENSG00000271605	Q7Z6M3	combined	seq.11173.29	Somalogic	proteomics	SomaScan	7k
Plasma	Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 6	11174-8	ENSG00000005108	Q9UPZ6	combined	seq.11174.8	Somalogic	proteomics	SomaScan	7k
Plasma	Lysophosphatidylcholine acyltransferase 2	11175-45	ENSG00000087253	Q7L5N7	combined	seq.11175.45	Somalogic	proteomics	SomaScan	7k
Plasma	Keratin, type II cytoskeletal 5	11177-16	ENSG00000186081	P13647	combined	seq.11177.16	Somalogic	proteomics	SomaScan	7k
Plasma	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:EGF-like domains 4-6	11178-21	ENSG00000165124	Q4LDE5	combined	seq.11178.21	Somalogic	proteomics	SomaScan	7k
